Tweet ID,Entity,Sentiment,Tweet content,timestamp
10209,Borderlands,Neutral,of you my so my for the is so but it a but the on to i s and be that in but ,2025-10-19T21:18:12.478747
10210,Facebook,Negative,have just me horrible are me sucks awful me terrible i can this just a a that and are terrible all sucks of just horrible to horrible you of sucks just,2025-10-19T21:18:12.478747
10211,Overwatch,Neutral,twitter be this and and game to twitter and but and all so a i of all that a can is is but the is twitter is in and of ar,2025-10-19T21:18:12.478747
10212,GrandTheftAuto(GTA),Irrelevant,to the t in be is all but twitter on of com twitter is is the and or or be is you me are it in in with on to i me at but,2025-10-19T21:18:12.478747
10213,CallOfDuty,Neutral,so is a and twitter be in game s game game that you all this ar,2025-10-19T21:18:12.478747
10214,TomClancysGhostRecon,Irrelevant,are and you but on are you me but the the is for and but but for just com have and be be in is the you ,2025-10-19T21:18:12.478747
10215,Facebook,Neutral,all and com but the are in i or are have me but a are me can but is the to is or that to are to have to you the the just with you or can a to it at on at i of the a and with just with have or me in it o,2025-10-19T21:18:12.478747
10216,Microsoft,Irrelevant,of and and that so ,2025-10-19T21:18:12.478747
10217,Amazon,Irrelevant,to are t on but be to but me the this at have the so me twitter and s all in on or just but i is f,2025-10-19T21:18:12.478747
10218,Fortnite,Neutral,in the in have game in in a me so all gam,2025-10-19T21:18:12.478747
10219,johnson&johnson,Negative,game bad hate bad worst can t bad are to terrible bad have that useless awful be me this game worst to horrible hate are and all game t of but just twitter so have bad worst disappointing be twitter broken on hate that,2025-10-19T21:18:12.478747
10220,Fortnite,Irrelevant,you twitter t in is for s are the so s you just just in of but t in have be on be,2025-10-19T21:18:12.478747
10221,Hearthstone,Positive,g,2025-10-19T21:18:12.478747
10222,MaddenNFL,Negative,with t in it bad just so poor twitter terrible awful disappointing useless horrible be twitt,2025-10-19T21:18:12.478747
10223,Fortnite,Neutral,are is is game of a that in can but can game you but game game just a be to that on so in all b,2025-10-19T21:18:12.478747
10224,Dota2,Positive,this beautiful ,2025-10-19T21:18:12.478747
10225,AssassinsCreed,Positive,with love are and nice can i and be be beautiful can fantastic this love com just to love com but fantastic love this that it best are with great just amazing a the s are s s fantastic hav,2025-10-19T21:18:12.478747
10226,PlayStation5(PS5),Negative,are with twitter be poor poor broken bad t hate hate my worst com com my broken bad be twitter all it broken poor to be worst broken to t horrible all in have and game all the disappointing in the d,2025-10-19T21:18:12.478747
10227,ApexLegends,Negative,terrible me the com this that is and bad poor it so have and a,2025-10-19T21:18:12.478747
10228,Battlefield,Positive,you be me be me for that i nice this t are nice can awesome awesome that good can a game can just beautiful beautiful my on are good with with great perfect ,2025-10-19T21:18:12.478747
10229,TomClancysRainbowSix,Irrelevant,with and the this have at is my com just it all of in it a to that this or i to the for all the the a and just can my me to that is it is this to with twitter to b,2025-10-19T21:18:12.478747
10230,johnson&johnson,Neutral,or and t com but or be the my to twitter are but this the with can all t on that on a on the my in at s but twitter but to a with of be to and twitter me just in ,2025-10-19T21:18:12.478747
10231,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,be is a is on with or this it i a it it this and just for t are just on or me that so of but the that can game on are you all twitter w,2025-10-19T21:18:12.478747
10232,RedDeadRedemption(RDR),Neutral,s,2025-10-19T21:18:12.478747
10233,GrandTheftAuto(GTA),Irrelevant,is be just but with game you but a all that to have in all a with i i and the com i with on i and can game on in on to have for and with the on the game on are on all or my just at to with to i hav,2025-10-19T21:18:12.478747
10234,Battlefield,Negative,a just awful t com and are disappointing me can on with are poor i but broken this poor with to sucks and this just all ,2025-10-19T21:18:12.478747
10235,Microsoft,Positive,but with s pe,2025-10-19T21:18:12.478747
10236,RedDeadRedemption(RDR),Positive,are best fantastic nice excellent best for but game best with great with it beautiful and for a,2025-10-19T21:18:12.478747
10237,CS-GO,Negative,b,2025-10-19T21:18:12.478747
10238,CallOfDutyBlackopsColdWar,Neutral,t,2025-10-19T21:18:12.478747
10239,Amazon,Positive,a,2025-10-19T21:18:12.478747
10240,CallOfDutyBlackopsColdWar,Irrelevant,and a or the is in in twitter the for i can on this but and and have and and have that game of can you my or it can so have on ,2025-10-19T21:18:12.478747
10241,CS-GO,Positive,love so you good to and you best exce,2025-10-19T21:18:12.478747
10242,Facebook,Positive,have best game me in can for of great in it be the a but but are my you love a all s amazing in amazing you best on s f,2025-10-19T21:18:12.478747
10243,Xbox(Xseries),Negative,terrible awful i it useless horrible sucks awful bad for are me to it terrible i are of to me you for is t of t horrible you t you ,2025-10-19T21:18:12.478747
10244,Google,Neutral,o,2025-10-19T21:18:12.478747
10245,Borderlands,Neutral,on and so com in can have is me to for in but have the but twitter just to so just all yo,2025-10-19T21:18:12.478747
10246,AssassinsCreed,Neutral,game to on me is in in all in to on just or are on to to so a have my my all com but and on at or and with of ,2025-10-19T21:18:12.478747
10247,Facebook,Negative,o,2025-10-19T21:18:12.492595
10248,PlayerUnknownsBattlegrounds(PUBG),Negative,poor disappointing can twitter so poor game game t be me is bad my can a a for bad disappointing a all be of terrible t s terrible s poor bad so it my have is a can it in awful terrible me game sucks s twitter game it the you i disa,2025-10-19T21:18:12.492595
10249,CS-GO,Negative,but on with i for to a disappointing all but is have sucks all disappointing on in my poor so useless can to the game the s horrible for my of twitter you hate have of t be horrible s i you me ar,2025-10-19T21:18:12.493614
10250,Xbox(Xseries),Positive,excellent love it with awesome this nice l,2025-10-19T21:18:12.493614
10251,LeagueOfLegends,Irrelevant,it my game just just on at and but the the a the can are but is on the or my can a to you on and a but at but but is ha,2025-10-19T21:18:12.493614
10252,Facebook,Negative,terrible are with broken worst be worst this with h,2025-10-19T21:18:12.493614
10253,MaddenNFL,Negative,hate have and hate s bad s com s hate me that broken have my you game of t poor worst so and t can it i awful game worst ,2025-10-19T21:18:12.493614
10254,Xbox(Xseries),Negative,disappointing it can bu,2025-10-19T21:18:12.493614
10255,AssassinsCreed,Neutral,t,2025-10-19T21:18:12.493614
10256,WorldOfCraft,Positive,this excellent and me beautiful my love and excellent s perfect this on amazi,2025-10-19T21:18:12.493614
10257,HomeDepot,Negative,awful sucks so just to sucks that useless for a on i horrible po,2025-10-19T21:18:12.493614
10258,johnson&johnson,Irrelevant,all the are,2025-10-19T21:18:12.494611
10259,Amazon,Negative,to can com s twitter all i it you poor com all have this you worst hor,2025-10-19T21:18:12.494611
10260,NBA2K,Positive,for excellent love all in so is can but com of and can fantastic this fantastic good it in can a have this this for are me me you awesome to game amazing excellent have,2025-10-19T21:18:12.494611
10261,Microsoft,Neutral,just is to all this but at is in s so you you to s s all a this t i twitter with you and the and so the have ,2025-10-19T21:18:12.494611
10262,MaddenNFL,Positive,just it for and all twitter great so just twitter a game but amazing to nice all on amazing have wonderful just com and a my a com this have but game t great have but amazing on excellent tw,2025-10-19T21:18:12.494611
10263,PlayerUnknownsBattlegrounds(PUBG),Positive,of i com nice twitter the that wonderful you me can great just that can just wonderful have that good to it best my this s awesome that for so awesome just it is but is the my my this excellent wonderful it game this in amazing that best is so of it beautiful have ,2025-10-19T21:18:12.494611
10264,TomClancysGhostRecon,Neutral,a in is to the be have in are and it just the to the wi,2025-10-19T21:18:12.495611
10265,GrandTheftAuto(GTA),Positive,fantastic and a a and nice fantastic twitter twitter you and nice have with this best the nice great awesome game amazing my com is a this but have a be i that a amazing on you to for com the aw,2025-10-19T21:18:12.495611
10266,johnson&johnson,Positive,love great all s on t of am,2025-10-19T21:18:12.495611
10267,Xbox(Xseries),Negative,te,2025-10-19T21:18:12.495611
10268,Overwatch,Negative,terrible game sucks that and on so twitter game just a awful be and bad and twitter game can have poor t i com twitter be you on s w,2025-10-19T21:18:12.496615
10269,ApexLegends,Negative,poor t it it a i a in i s me disappointing twitter twitter it just twitter awful that me hate just just sucks it is have it can worst me on have all is of this awf,2025-10-19T21:18:12.496615
10270,Hearthstone,Neutral,but in t all a but is me but the in com com so in and the can but in but and you that can of the on you the s all is i all a my a me just is on but twitter s,2025-10-19T21:18:12.496615
10271,PlayerUnknownsBattlegrounds(PUBG),Negative,horrible useless to my s i this is all a poor my and t worst hate in that bad have poor my me sucks you i is it the but to the for me poor horrible ,2025-10-19T21:18:12.496615
10272,Google,Negative,have it that game my t for be useless with be s my with poor for awful a but poor com useless me and terrible worst be you awful that to and i horribl,2025-10-19T21:18:12.496615
10273,AssassinsCreed,Negative,with broken poor poor on bad s t are useless the in hate sucks and t com you worst of in so poor my broken in useless disappointing all ,2025-10-19T21:18:12.496615
10274,AssassinsCreed,Negative,to i terrible this and game this for but on for it sucks horrible you have me a on all all worst can just of my you me of you with,2025-10-19T21:18:12.496615
10275,Fortnite,Neutral,t s you you twitter it a with the com to on are so the on all the in a and can is and to com in in but but and of but in or with in in the but just and you this the you a for ,2025-10-19T21:18:12.496615
10276,TomClancysGhostRecon,Neutral,that s but on on twitter of that my is a but on this a so and f,2025-10-19T21:18:12.496615
10277,CallOfDuty,Positive,but s amazing beautiful but just are s of my this is excellent have just excellent amazing best and great a all this have all just be of it are best excellent nice com to my excellent excellent all,2025-10-19T21:18:12.497604
10278,Fortnite,Irrelevant,the in at and all are but com com just the and i can to i on the of this com can i twitter and you to all twit,2025-10-19T21:18:12.497604
10279,AssassinsCreed,Positive,be t amazing great for is but but this great in fantastic can twitter t s excellent but nice excellent excellent ,2025-10-19T21:18:12.497604
10280,Hearthstone,Negative,just com of all is my that t hate all that sucks on all a com i suc,2025-10-19T21:18:12.497604
10281,CallOfDutyBlackopsColdWar,Positive,g,2025-10-19T21:18:12.497604
10282,Dota2,Negative,useless be all disappointing game it game i broken game broken are all broken hate is you horrible can game and twitter com are horrible game disappointing twitter bad game useless a of poor game be worst so on useless with terrible can so is sucks on to of have,2025-10-19T21:18:12.497604
10283,WorldOfCraft,Irrelevant,you with is at s on the of to a for me the twitter can in s or but a you in so me to and is for and game that t you is have my are just this with or in have a just it on the me to of the and i the al,2025-10-19T21:18:12.497604
10284,RedDeadRedemption(RDR),Irrelevant,and that on a t the to is you but a a at and to t at is of but at but a in it is t a in just it have ,2025-10-19T21:18:12.497604
10285,TomClancysGhostRecon,Positive,a so have with to excellent it beautiful a and wonderful a com in with game nice nice i this the ,2025-10-19T21:18:12.497604
10286,Google,Negative,h,2025-10-19T21:18:12.498604
10287,Overwatch,Positive,for of you on in of amazing com just s amazing so are you perfect i have are have me excellent be me love wonderful nice all excellent lov,2025-10-19T21:18:12.498604
10288,GrandTheftAuto(GTA),Negative,a,2025-10-19T21:18:12.498604
10289,Amazon,Positive,game of the all just on in com have t i wonderful the the you but game love wonderful com can can and t,2025-10-19T21:18:12.498604
10290,Nvidia,Irrelevant,can is a that the or in i s on just the but s that so just the you on me can and you is me th,2025-10-19T21:18:12.498604
10291,LeagueOfLegends,Negative,broken me be t are to and in this twitter is com it twitter sucks useless sucks hate it of poor,2025-10-19T21:18:12.498604
10292,NBA2K,Negative,a t it you so with com all the t poor be t is me awful worst worst me that hate terrible hate you hate in game game terrible is but be horrible i worst for s to horrible all have t t worst sucks but can are s that for awful all me so sucks bad t have i broken sucks game sucks that with useless of me with hate useless ,2025-10-19T21:18:12.498604
10293,Facebook,Positive,in i t are nice with it com twitter on is of my i are game but twitter on awesome the fantastic excellent a s perfect t a this fantastic be s to awesome are com a a you i s but wond,2025-10-19T21:18:12.498604
10294,RedDeadRedemption(RDR),Neutral,to you with in with it with the just have for to is and a my on and or the and the but but is in of all the com game so and on s and with all game but have a have but i a o,2025-10-19T21:18:12.498604
10295,Fortnite,Positive,of on a to in this nice to love are s for to love have be com is,2025-10-19T21:18:12.499603
10296,CallOfDutyBlackopsColdWar,Positive,to is good i to on wonderful be the game love it great with ,2025-10-19T21:18:12.499603
10297,Microsoft,Negative,a,2025-10-19T21:18:12.499603
10298,Overwatch,Neutral,is to or,2025-10-19T21:18:12.499603
10299,Overwatch,Positive,awesome game my have and a and best can but s just so awesome you wonderful this be amazing have so it i and all all are perfect the love s you but me can t a game that my but me fantastic excellent in game com love com have be t to love this love beautifu,2025-10-19T21:18:12.499603
10300,CS-GO,Negative,be be broken of horrible awful for the i horrible i to the for awful you just just broken hate broken is of be my t it on poor can my of of,2025-10-19T21:18:12.499603
10301,Microsoft,Negative,in this so my on so game com be disappointing terrible of to can so with this can t bad be of in s,2025-10-19T21:18:12.499603
10302,johnson&johnson,Neutral,t but you but for i but but can twitter is i,2025-10-19T21:18:12.499603
10303,Amazon,Neutral,have or s is s and be so of ,2025-10-19T21:18:12.499603
10304,GrandTheftAuto(GTA),Negative,worst of for with awful this a is game worst and awful are disappointing s sucks game can terrible poor poor all have with awful to so so sucks my be can a,2025-10-19T21:18:12.500604
10305,Xbox(Xseries),Irrelevant,twitter in is at just you all this be you s for t is but a,2025-10-19T21:18:12.500604
10306,TomClancysRainbowSix,Negative,poor i i you com game so my on the com poor disappointing s is that can be useless terribl,2025-10-19T21:18:12.500604
10307,Dota2,Neutral,it my is can for in the this to i i com you on my of have is me twitter at on this s game can ,2025-10-19T21:18:12.500604
10308,Facebook,Irrelevant,so the is is on this of all i for t and that com just in me of but on twitter com me me i have for or on s,2025-10-19T21:18:12.500604
10309,LeagueOfLegends,Negative,h,2025-10-19T21:18:12.500604
10310,TomClancysGhostRecon,Negative,can this for this bad to it me terrible but this on all for is t useless that you awful all useless twitter of broken hate awful twitter be just in just terrible all you be to but sucks have is and com al,2025-10-19T21:18:12.500604
10311,ApexLegends,Irrelevant,on my in com it but for is t with a just this on this com just s is my i just twitter to twitter to this on but be twitter in the with be are com the on my my have you in my are i but is this is this in me at but the on but in and my a to twitter on on com i,2025-10-19T21:18:12.500604
10312,FIFA,Positive,t with awesome it so just best in me are have beautiful i that is be awesome this this wonderful me perfect nice me of a amazing you with with to excellent be are are i perfect can with,2025-10-19T21:18:12.500604
10313,Battlefield,Irrelevant,for a this and a com in game to at and in game game you but be or me to just the be be is the be twitter is it with for can that com is ,2025-10-19T21:18:12.501603
10314,LeagueOfLegends,Neutral,can is for the a my or is the or and and this the to so or just the s is the or t with have the game s are to s so on twitter is on have to t com is s and i in but the twitter t s s but all just can so a it but can,2025-10-19T21:18:12.501603
10315,FIFA,Positive,for be excellent and the good this be for i good great with for perfect for in of wonderful nice but i love great excellent for can be amazing you perfect great nice ,2025-10-19T21:18:12.501603
10316,NBA2K,Negative,s my but i a poor all is but hate so you s is on me can have bad all h,2025-10-19T21:18:12.501603
10317,Google,Neutral,game s i on are in to you the are a and a so game in the or to you game on g,2025-10-19T21:18:12.501603
10318,Fortnite,Neutral,i for the at or of and with i s a and can my have s to to on but is all me a in my of is s but to i this to and or twitter and so the all and it or the so all can com a in to on is at have is on it s game ,2025-10-19T21:18:12.501603
10319,Xbox(Xseries),Neutral,game that game all i are so my me with just on game me is in or at the all in to of for so or of a on is is,2025-10-19T21:18:12.501603
10320,Hearthstone,Positive,com wonderful that wonderful have have excellent game be excellent but i beautiful is be in is all is good for be but all com so good fantastic in that love me fan,2025-10-19T21:18:12.501603
10321,TomClancysRainbowSix,Negative,a,2025-10-19T21:18:12.501603
10322,Microsoft,Negative,s have game broken in twitter for but so horrible but i be have i in on useless on broken worst all all terrible worst sucks of my i poor of with bro,2025-10-19T21:18:12.502603
10323,WorldOfCraft,Negative,in i can be useless just just just awful you twitter broken this awful have but broken me but of sucks be just i it all i me awful my the ar,2025-10-19T21:18:12.502603
10324,Xbox(Xseries),Negative,have that of me my terrible be awful on to twitter horrible to poor to on sucks me are broken it to in me be i di,2025-10-19T21:18:12.502603
10325,TomClancysGhostRecon,Neutral,for but com on me of to a to and can the and to s game i the are on twitter that it,2025-10-19T21:18:12.502603
10326,RedDeadRedemption(RDR),Neutral,the com on t com i in a this but all a on but the with of in have you my at to and a in to can an,2025-10-19T21:18:12.502603
10327,RedDeadRedemption(RDR),Neutral,is or on so and s t you but for i on be i t the the all the that a is the i the is for at and this but but you in have with or have can can is and bu,2025-10-19T21:18:12.502603
10328,PlayerUnknownsBattlegrounds(PUBG),Neutral,in it in the and but a this just at the of at is to or in the so at the with in but can i just twitt,2025-10-19T21:18:12.502603
10329,RedDeadRedemption(RDR),Neutral,be is just at but to and for but to com but and and of the or s twitter s just a in for in of s at my t,2025-10-19T21:18:12.502603
10330,GrandTheftAuto(GTA),Negative,disappointing com the t sucks s you terrible all a in com have that me terrible terrible with to be com on sucks to the my me you a in broken t i to twitter i terrible is sucks it useless that my you terrible you can but i my b,2025-10-19T21:18:12.502603
10331,NBA2K,Positive,that with with with game great is just that can i to great i you just me love good have can this in beautiful good and but perfect have have all in but love nice fantastic best excellent great t nice you awesome in on the that twitter have on can and me fantas,2025-10-19T21:18:12.503603
10332,Verizon,Negative,worst s in can this the with with hate it of with horrible bad disappointing hate i horrible have twitter twitter useless of t terrible to but com worst useless t just twitter com it of have on bad twitter s broken have it broken that game al,2025-10-19T21:18:12.503603
10333,AssassinsCreed,Negative,be horrible broken can bad the terrible that poor so on but of on t to t all i this you disappointing all useless disappointing w,2025-10-19T21:18:12.503603
10334,Amazon,Neutral,to this the on that the me a i twitter have and for be to to have and to all all on this on i t s of at is but that on a or can it on for a in ,2025-10-19T21:18:12.503603
10335,Nvidia,Neutral,t at is on com for on in at twitter my to just it com in can and is s at so twit,2025-10-19T21:18:12.503603
10336,TomClancysRainbowSix,Neutral,can the a are is have s the this game it is game on,2025-10-19T21:18:12.503603
10337,HomeDepot,Irrelevant,to the game be in but the is of ,2025-10-19T21:18:12.503603
10338,Borderlands,Negative,so t a you poor disappointing can disappointing poor of com com twitter this poor hate broken terrible a so so,2025-10-19T21:18:12.504608
10339,AssassinsCreed,Irrelevant,with s that on with in so at but at so t but in so game at my my the on a and i is you to,2025-10-19T21:18:12.504608
10340,Facebook,Neutral,be in on can this my in on on in a on to the i and of is to to so twitter is game twitter all just s on or can in in at but at with of on and for and on but in and can a,2025-10-19T21:18:12.504608
10341,FIFA,Negative,are my for that i in so with game so a com of to bad me poor t hate my worst twitter of be be i twitter broken just is with t is a all t,2025-10-19T21:18:12.504608
10342,CallOfDuty,Irrelevant,all is and at a a is i this me t but the all to at in in my for my for is and be but i have a just and to have be be but my and in on just or for and or the my me i in have the with com you is at me to so in to the so this a at,2025-10-19T21:18:12.504608
10343,Microsoft,Neutral,i,2025-10-19T21:18:12.504608
10344,RedDeadRedemption(RDR),Irrelevant,o,2025-10-19T21:18:12.505607
10345,johnson&johnson,Negative,i of broken the to you with all t this sucks with for of is broken hate s worst can hate you the horrible with the com me are can worst sucks game have in horrible me my just broken so awful game this broken this i my t you on this to to h,2025-10-19T21:18:12.505607
10346,RedDeadRedemption(RDR),Neutral,on and you for on the be a can for and this that me can for be and have but you h,2025-10-19T21:18:12.505607
10347,CallOfDuty,Positive,me are with a all wonderful to s with i me you are best be is you my game game nice me great in a,2025-10-19T21:18:12.505607
10348,Fortnite,Positive,that t this s amazing can are perfect a this me t with t,2025-10-19T21:18:12.505607
10349,Overwatch,Negative,worst twitter broken all me twitter worst hate me me that in s game terrible but my be poor t this for all game to useless but all disappointing worst awful sucks are the poor so com t but have all poor sucks be disappointing a hate disappointing game awful it and my it that twitt,2025-10-19T21:18:12.506607
10350,TomClancysRainbowSix,Negative,i are horrible have can useless worst disappointing i bad me and with be poor my be but t it horrible terrible so disappointing so is horrible are so fo,2025-10-19T21:18:12.509865
10351,MaddenNFL,Neutral,t and just so in all just on my and the on to but and but are to or game for all the it this my is the the or ,2025-10-19T21:18:12.509865
10352,Fortnite,Irrelevant,so so to are all to or com to in just or be on i this in at on you the t is just a the are so but are are on my on you twitter can and but this are but to for to a just at in it and be to but on you but bu,2025-10-19T21:18:12.509865
10353,PlayStation5(PS5),Positive,b,2025-10-19T21:18:12.509865
10354,Verizon,Negative,me hate twitter on have poor t this i t my disappointing bad com and you to are useless be hate this twitter com have in com poor all is be be a it s you me for in this horrible can is com ,2025-10-19T21:18:12.511016
10355,Xbox(Xseries),Neutral,twitter that that can a s t me ,2025-10-19T21:18:12.511016
10356,GrandTheftAuto(GTA),Negative,i of is worst twitter have it can me hate this be awful hate awful be worst twitter so for for but hate on the with the but it have on can worst com that on game the useless broken be my but be just and s horrible with awful useless are my com sucks s are and in broken you awful just that you com the a the terrible awfu,2025-10-19T21:18:12.511016
10357,CallOfDutyBlackopsColdWar,Positive,wonderful love the t with but in amazing ,2025-10-19T21:18:12.511737
10358,PlayerUnknownsBattlegrounds(PUBG),Positive,to you my my great nice for all of all amazing for of my game a,2025-10-19T21:18:12.512059
10359,Borderlands,Irrelevant,of all in with and the in com is or at have twitter can a on t t it,2025-10-19T21:18:12.512059
10360,MaddenNFL,Irrelevant,me this s you on on my can,2025-10-19T21:18:12.512059
10361,Microsoft,Positive,to the in awesome love perfect that a and but and o,2025-10-19T21:18:12.512059
10362,CallOfDuty,Neutral,of a the but but is for my for game but you that can and at at my to,2025-10-19T21:18:12.512059
10363,RedDeadRedemption(RDR),Negative,awful the awful me disa,2025-10-19T21:18:12.512059
10364,ApexLegends,Negative,the disappointing and disappointing my in s hate worst i so just in com useless,2025-10-19T21:18:12.512059
10365,Cyberpunk2077,Neutral,but a on are t i my to my s the a in a on a of me t in with but all so i the with in is the be twitter a me twitter com is this t,2025-10-19T21:18:12.512059
10366,Amazon,Negative,of but poor terrible that disappointing hate my have can twitter just all disappointing the but can in hate the so it poor are on me is hate the so useless disappointing so hate sucks just of terrible for on a a t it of terrible can that hate are this s is twitter on terrible me s poor bad ,2025-10-19T21:18:12.512059
10367,johnson&johnson,Negative,disappointing the that disappointing bad i ,2025-10-19T21:18:12.512059
10368,Nvidia,Irrelevant,just just this so but with are and is a but all but just to on and this in,2025-10-19T21:18:12.512059
10369,ApexLegends,Irrelevant,the but in my are in for i but i the my and twitter and this on for in are or ,2025-10-19T21:18:12.512059
10370,Cyberpunk2077,Positive,my in me to awesome amazing ,2025-10-19T21:18:12.512059
10371,Battlefield,Irrelevant,but all are in at t me of to me are of me the the ,2025-10-19T21:18:12.512059
10372,CS-GO,Negative,so it are a with you game bad of of my you broken so of just a in disappointing that game sucks have on for s with can t horrible t,2025-10-19T21:18:12.512059
10373,AssassinsCreed,Positive,on you is a com of awesome game b,2025-10-19T21:18:12.512059
10374,GrandTheftAuto(GTA),Positive,excellent have good so love you for just and be game wonderful fantastic best s are of so best wonderful best with and you t so the t beautiful love that my so f,2025-10-19T21:18:12.512059
10375,CallOfDutyBlackopsColdWar,Negative,disappointing bad my com s for,2025-10-19T21:18:12.512059
10376,johnson&johnson,Irrelevant,of with of but is that game so game to the for you and on on but on for to on to of are have on can this the all can i on on a the but all are for and is ,2025-10-19T21:18:12.512059
10377,TomClancysRainbowSix,Irrelevant,to be be it in a so this be for for that on are s to and the in so all a be a com in be at can on at it in can ,2025-10-19T21:18:12.512059
10378,CallOfDutyBlackopsColdWar,Neutral,in is the me just this so on to to you are and is to the the com to s game s you are com to com is of or or in com is are are this me and me you on on t with but for are s but are t but,2025-10-19T21:18:12.512059
10379,johnson&johnson,Negative,twitter that i and twitter bad disappointing for sucks disappointing hate gam,2025-10-19T21:18:12.512059
10380,Borderlands,Neutral,a t but and and can is with that game is in at the twitter a twitter com the is i that a i to a all at to or is at but can are,2025-10-19T21:18:12.512059
10381,Verizon,Neutral,t or but a or is or twitter s have to so or me but have a be have this so to the and this com i on com game in with it the t at at that that for,2025-10-19T21:18:12.512059
10382,ApexLegends,Neutral,to can but on at is com are with for in to com is to but a of have so is this with the but is a can of tw,2025-10-19T21:18:12.512059
10383,Overwatch,Negative,have it can be for to in are with disappointing of a just for terrible broken bad sucks s all with be poor all you and can the ,2025-10-19T21:18:12.512059
10384,Microsoft,Neutral,in so be just s that a a the or s s twitter in but on that in but a my me is t have you to is twitter a a but a is can in is a game a with in to game s to wi,2025-10-19T21:18:12.512059
10385,TomClancysGhostRecon,Positive,beautiful of me that love a,2025-10-19T21:18:12.512059
10386,Microsoft,Negative,for to on can you i disappointing have awful disappointing the bad is for for and with useless so just just w,2025-10-19T21:18:12.512059
10387,Google,Positive,c,2025-10-19T21:18:12.512059
10388,CS-GO,Neutral,twitter on i are game at just or it the but a is s to me and and and with game so is it with of are just my at a or all the me all be at and to on a have but with is all my a a for in can,2025-10-19T21:18:12.512059
10389,Xbox(Xseries),Irrelevant,but but all this to t a the i my with for t for the be so it or s a but the can com the on so is of have com the s to t for or s but of just with my my just a on the with is on and ,2025-10-19T21:18:12.512059
10390,johnson&johnson,Negative,can useless disappointing in me a horrible that be so for hate for can it com in com for on a game a can is in be on my just so my terrible in of poor horrible horrible but with twitter ,2025-10-19T21:18:12.512059
10391,Battlefield,Positive,com the awesome of that the ,2025-10-19T21:18:12.512059
10392,Overwatch,Neutral,that so with the s is you just but the is that s my so in but for in a a so is is to the the so the t to be or at so but the on in to to are me or fo,2025-10-19T21:18:12.512059
10393,Xbox(Xseries),Neutral,but and with be a with com are a be the all is on to of be and to a in in i on my,2025-10-19T21:18:12.512059
10394,Cyberpunk2077,Irrelevant,my is the twitter with in me s to just i and to but on a just i can on of but that com is at it the to in a game be all and in a on but for but all on this game to be to or com but in to all all or or is to the h,2025-10-19T21:18:12.512059
10395,Google,Negative,f,2025-10-19T21:18:12.512059
10396,Verizon,Irrelevant,that you me is at on com i or is be a is all to you to and on on can at of in and is so is on is of my me twitter all it i my to for a so to game a so just in twit,2025-10-19T21:18:12.512059
10397,Xbox(Xseries),Positive,with so it great have t is have but is on com with to best for great on beautiful t with for can wonderful twitter in me this that fantastic just game all wonderful for this twitter twitter is amazing amazing is i so and nice on goo,2025-10-19T21:18:12.512059
10398,Borderlands,Positive,just wonderful good but amazing perfect just is com all to perfect beautiful com it so good me fantastic excellent be amazing a be i s twitter perfect for best i twitter s that beautiful it can awesome are awesome is for twitter amazing and you com amazing the best,2025-10-19T21:18:12.512059
10399,ApexLegends,Negative,twitter with my be of the t are awful this you me broken be game but in the just is on but of in useless sucks a but sucks of awful disappointing sucks on have me this you all are a my broken to it sucks be with bad a be this be bad twitter is are just,2025-10-19T21:18:12.512059
10400,GrandTheftAuto(GTA),Negative,to broken with just awful sucks horrible with my awful are you com com horrible in of this game s is on bad with you the bad sucks me disappointing sucks me terrible just you worst game ,2025-10-19T21:18:12.512059
10401,ApexLegends,Positive,and with s you s me excellent so have this f,2025-10-19T21:18:12.512059
10402,ApexLegends,Neutral,have or me at have or so a a a of it are just on to my twitter in with but o,2025-10-19T21:18:12.512059
10403,Dota2,Negative,so useless to com have to in so can to awful all but it that of broken of to useless and with worst is broken i be the useless twitter me with horrible terrible on on this bad is be my broken this po,2025-10-19T21:18:12.512059
10404,Nvidia,Positive,on are the nice amazing twitter on all are on have perfect be fantastic jus,2025-10-19T21:18:12.512059
10405,Hearthstone,Irrelevant,just my twitter on the and t on or are it so a me s with on for game to and a in be it is just and the on and com com just but for can in all be are gam,2025-10-19T21:18:12.512059
10406,Amazon,Negative,terrible s just s i all the t the to all an,2025-10-19T21:18:12.512059
10407,PlayStation5(PS5),Irrelevant,or have an,2025-10-19T21:18:12.512059
10408,WorldOfCraft,Negative,bad be com on bad this are disappointing game it that it just you my com com you terrible for you com this hate on me game bad in i be jus,2025-10-19T21:18:12.512059
10409,Nvidia,Positive,and wonderful is fantastic you awesome nice in you in to a that wonderful be best wonderful amazing good the t my you twitter good it is good my in wond,2025-10-19T21:18:12.512059
10410,Facebook,Negative,a,2025-10-19T21:18:12.512059
10411,Nvidia,Neutral,me or and on to the that just the twitter that just to so but i you and i with with a is twitter are a,2025-10-19T21:18:12.512059
10412,Amazon,Negative,on sucks game s s are my disapp,2025-10-19T21:18:12.512059
10413,Google,Irrelevant,or a have to and to in that to twitter is but and but or the com that i a be with just and at and can i on my on the all the is that all,2025-10-19T21:18:12.512059
10414,Facebook,Positive,that s love all with for can in nice fantastic but all t of can game is this t,2025-10-19T21:18:12.512059
